instancia,gama,delta,FunObj,NR,ND,dist,gap,status,tempo,NV,Q,nK,nE
C101_50.txt,0,15,9.5626,8,15,626.03,0.0,OPTIMAL,2.18,4743,200,15,20
C101_50.txt,1,15,9.5626,8,15,626.03,0.0,OPTIMAL,2.6,4743,200,15,20
C101_50.txt,2,15,9.5626,8,15,626.03,0.0,OPTIMAL,3.59,4743,200,15,20
C101_50.txt,5,15,9.5626,8,15,626.03,0.0,OPTIMAL,3.27,4743,200,15,20
